"schoolName","state","link","item","extract"
"Symmes Valley High School","OH","http://docs.wixstatic.com/ugd/580a74_e9e8fc18014741e5b1325bcf34194d25.pdf","safe/safety"," Additionally, any dress or appearance that interferes with the health, safety, or educational opportunity of students will be prohibited."
"Northbridge High","MA","https://drive.google.com/file/d/0B5Kk_e5XgnTiczhsTHVZcWJUeUhnVVZNeGFFbXpYeFliM2N3/view","disruption/distraction"," Dress that distracts or disrupts the educational process and mission of the school is prohibited."
"Lynnville-Sully High School","IA","https://drive.google.com/file/d/1UTbkUApgWTwoeHMl_5TCXtjnChJeMR8G/view","appropriate/inappropriate"," The board expects students to be clean and well-groomed and wear clothes in good repair and appropriate for the time, place and occasion."
"Rogers High School","TX","https://4.files.edl.io/c4d8/08/20/18/145155-2b06d775-1440-4129-8e8e-c638d5675bc8.pdf","interfere with learning"," In addition, hairstyles and certain manners of dress that might present a danger to the student’s health and safety, cause an interference with school work, or create classroom or school disruption, will not be tolerated."
"Akron Early College High School","OH","https://barberclc.akronschools.com/UserFiles/Servers/Server_409079/File/Departments/Student%20Support%20and%20Security/Student%20Code%20of%20Behavior.pdf","neat","All clothing garments shall be neat, clean, properly sized, without holes, rips, and in acceptable state of coverage."
"Agwsr High School","IA","https://drive.google.com/file/d/1ynna1BsBpLGYgkXSzQ-MqUJZGIpH7Cdb/view","health"," Dress and personal appearance should be safe, healthful, and not interfere with or distract from the educational process."
"Knoxville High School","IA","https://docs.google.com/document/d/1zUkgyKARmIAkvg_qsXf29SjIy4VT_ahvdblSwvhZxRY/edit#","health","  Inappropriate student appearance may cause material and substantial disruption to the school environment or present a threat to the health and safety of students, employees and visitors on school grounds."
"Sinton High School","TX","http://www.sintonisd.net/wp/wp-content/uploads/2018/07/2018-2019-SHB.pdf","respect/disrespect","  The District's dress code is established to teach grooming and hygiene, instill discipline, prevent disruption, avoid safety hazards, and teach respect for authority."
"Hudson's Bay High School","WA","https://bay.vansd.org/download/student-handbook/?wpdmdl=1316","health","   If  a  student’s  dress  and/or  physical  appearance  causes  a  disruption  to  the  educational  process,  or  threatens the health and/or safety of the student or  others, a building administrator will ask  the student  to  refrain  from  wearing  such  apparel,  jewelry,  accessories or using such manner of grooming while  at school or school‐sponsored events."
"Texas High School","TX","http://www.txkisd.net/pdf/handbook/THS.pdf","neat","Cleanliness, neatness, appropriateness, modesty, and effect on the learning environment are the criteria that should dictate the student’s choice of school dress and grooming on any given day."
"Bonney Lake High School","WA","https://docs.google.com/viewerng/viewer?url=https://www.sumnersd.org//cms/lib/WA01919505/Centricity/Domain/831/Student+Handbook+18-19.pdf","safe/safety"," In order to facilitate learning for all students, we ask that student dress and appearance follow health and safety standards and not cause a disruption to the learning environment."
"Union High School","IA","http://www.union.k12.ia.us/wp-content/uploads/2018/07/2018-19-Student-Handbook.pdf","appropriate/inappropriate"," Students are expected to wear clothing that is appropriate to their age level and that does not disrupt the school or educational environment."
"Rancho Verde High","CA","https://docs.google.com/document/d/1eHpEtMkiruXoz-lqAoLTK-9Y4SFXUGB7mXCU62EE5Ko/edit","neat"," In all cases, neatness, health and safety, and appropriateness shall be observed."
"Quanah High School","TX","https://drive.google.com/file/d/16SJ0mGYJyJ9cPfShPqsa0OwPRq6oDfu5/view","safe/safety","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Plainwell High School","MI","http://www.plainwellschools.org/userfiles/23/my%20files/final%20%202018-19%20student%20handbook.docx.pdf?id=792","clean"," All students are expected to wear clean, appropriate and reasonably well-fitting clothing."
"Azle High School","TX","https://www.azleisd.net/cms/lib6/TX01917633/Centricity/domain/4/parents/2018-2019/PAR180803AHS18-19StudentHandbook.pdf","disruption/distraction"," The student’s dress and grooming shall not lead school officials to believe that such dress or grooming will disrupt, interfere with, disturb, or detract from school activities."
"Queen City High School","TX","http://www.qcisd.net/UserFiles/Servers/Server_4824292/File/student%20Handbook%202018-2019%20(1).pdf","disruption/distraction"," Clothing articles will not be allowed if, in the judgment of the professional staff, they are deemed inappropriate, distractive or offensive for school in general."
"Senior High School","OK","https://s3.amazonaws.com/scschoolfiles/633/ecphs_handbook1819final.pdf","respect/disrespect","Dress regulations for students at Elmore City-Pernell Schools are based on personal cleanliness and respect of others."
"New Prague Senior High","MN","http://www.npaschools.org/sites/default/files/images/94/18-19%20Student%20Handbook.pdf","appropriate/inappropriate"," The school expects students to dress in a clean, safe, and school appropriate mannerr."
"Henrietta High School","TX","http://hs.henrietta-isd.net/UserFiles/Servers/Server_420835/File/Henrietta%20High%20School/Parent%20Information/HHS%20Student%20Handbook/ADA_Henrietta%20High%20School%20Student%20Handbook%202018-2019.pdf","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and  minimize safety hazards."
"Hanover High","KS","http://www.usd223.org/UserFiles/Servers/Server_3046634/File/Barnes/2018-19/STUDENT%20HANDBOOK%20(2018-19)%20Bd.%20Approved%20(4-12-18).pdf","appropriate/inappropriate","Each student shall be responsible for maintaining appropriate school dress and personal grooming standards which result in a neat, clean personal appearance."
"Riverdale High School","FL","https://rdh.leeschools.net/UserFiles/Servers/Server_696011/File/Our%20Students/Student%20Handbook/5FDED264A30BBC70B98435F95C61D18C.student-handbook-packet-2017-18-edited.pdf","appropriate/inappropriate"," The following are general guidelines to ensure that Riverdale High School students are appropriately dressed for school."
"Pittsfield High School","NH","https://docs.google.com/document/d/1VjK_zdRyivwNWpMGTNHJsdfZ7QMowuhP24qjIPVyo4Y/edit","respect/disrespect"," Everyone should dress in a way that is respectful to themselves and others and is appropriate and not disruptive to the learning environment."
"Mclouth High","KS","http://www.mclouth.org/vimages/shared/vnews/stories/5b579417aa955/Handbook%202018-19.pdf","disruption/distraction"," Students in their manner of dress and grooming must be considerate of others so as to not cause disruption."
"Binghamton High School","NY","http://www.binghamtonschools.org/UserFiles/Servers/Server_512723/File/For%20Parents/Code%20of%20Conduct/BCSD%20Code%20of%20Conduct_7-26-17.pdf","appropriate/inappropriate"," Students are required to attend school in appropriate dress, grooming, and appearance that meet health and safety standards, and that do not interfere with the educational process."
"Weatherford High School","TX","https://4.files.edl.io/834f/07/16/18/202519-9427696d-edc1-4e19-849d-b62b4d0298cf.pdf","clean","All students are expected to adhere to common practices of modesty, cleanliness, and neatness; to dress in a respectful manner within the acceptable standards of the community and in such a manner as to contribute to the academic atmosphere, not detract from it."
"Marshalltown High School","IA","https://www.marshalltown.k12.ia.us/media/cms/StudentHandbook201620172_B8986C40C5EEA.pdf","safe/safety","Marshalltown Community School District’s goal is to provide a safe and supportive learning environment where students and staff focus on student achievement without distractions."
"Connetquot High School","NY","http://www.ccsdli.org/Assets/CHS_Links/032217_CODE_OF_CONDUCT.pdf","safe/safety"," However, the Board of Education requires students to attend school in appropriate dress that meets health and safety standards and does not interfere with the learning process."
"Shadow Hills High","CA","https://drive.google.com/file/d/1qokumU9iHK97SQ2nj5Ol0e1bSkuxwkLh/view","neat"," Clothing should be in good taste, neat, clean, modest, and decent."
"Glen Rose High School","TX","http://www.grisd.net/wp-content/uploads/2018/07/2018-2019-GRHS-Student-Handbook.pdf","disruption/distraction"," Hair that is distracting in color or style will not be allowed."
"Jericho Senior High School","NY","http://hs.jerichoschools.org/common/pages/DisplayFile.aspx?itemId=46758033","interfere with learning","In order to maintain a productive class environment, students must adhere to the following dress code:  Clothing that does not interfere with the educational environment."
"Port Jervis Senior High School","NY","https://campussuite-storage.s3.amazonaws.com/prod/1558562/da7ff762-7a28-11e8-98e1-0ac498f040b0/1821923/f448a9b2-ad56-11e8-937d-12d332735efe/file/HS%20full%20page%202018%202019%20student%20handbook%20(2).pdf","safe/safety"," Be safe, appropriate and not disruptive to the educational process."
"North Carroll High","MD","https://www.carrollk12.org/about/Documents/studenthandbook.pdf#search=HANDBOOK","interfere with learning","Clothing shall not be worn that would lead school officials to reasonably believe that such attire will materially disrupt, interfere with, disturb, or distract from school activities, the safe operation of the school, or the rights of other students to access and participate in a safe and welcoming educational environment."
