"schoolName","state","link","item","extract"
"Amsterdam High School","NY","https://www.gasd.org/amsterdam-high-school/about-our-school/code-conduct","health","  Endangering the health and safety of other students or staff or interfering with classes or District activities by means of inappropriate attire or behavior as per District Code of Conduct."
"Jenks High School","OK","http://www.jenksps.org/vimages/shared/vnews/stories/4c44c8eeea99a/Master%20HS%20FA%20Student%20Handbook%20for%202018-19[2].pdf","modest/modesty"," Because a relationship between one’s appearance and behavior does exist and because an appropriately dressed student is better accepted by his/her peers, attire for students must be reasonable, modest, and in such style that it will not cause distraction."
"Reeds Spring High","MO","https://4.files.edl.io/e5d3/06/27/18/134717-900f3525-e387-41c9-bc74-d010d0c7f105.pdf","modest/modesty"," Apparel is expected to conform to reasonable student standards of modesty, and as such, no excessive or inappropriate areas of skin or undergarments may be exposed."
"Quanah High School","TX","https://drive.google.com/file/d/16SJ0mGYJyJ9cPfShPqsa0OwPRq6oDfu5/view","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Simsbury High School","CT","https://www.simsbury.k12.ct.us/uploaded/SHS_Content/SHS_Student_Handbook.pdf","safe/safety","Students are encouraged to dress and groom themselves for the business of school, and refrain from wearing clothing that is not consistent with the education process, or that poses a health or safety threat to anyone, or could cause damage to the school facility."
"Farmington High","NM","http://fhs.fms.k12.nm.us/handbook1819.pdf","safe/safety"," However, when in the judgment of the principal, or his or her designee, a student's appearance or mode of dress disrupts the educational process, constitutes a threat to health or safety or is otherwise contrary to the school’s objective to maintain a work and school environment, which is free of offensive and hostile conduct, the student may be required to make modifications."
"G.f.w. High School","MN","https://www.gfw.k12.mn.us/sites/gfw.k12.mn.us/files/files/Private_User/wade.werner@gfwschools.org/2018-19%20Student_Parent%20Handbook.pdf","safe/safety"," Clothing that does not create a health or safety hazard."
"Higley High School","AZ","https://www.husd.org/cms/lib/AZ01001450/Centricity/Domain/740/CodeofConduct.pdf","modest/modesty"," To that end, students are expected to adhere to the following dress standards: • Clothing that immodestly exposes the chest, abdomen, midriff, genital area, or buttocks is not permitted."
"Barbers Hill High School","TX","https://www.bhisd.net/uploaded/parents/Student_Handbooks/Dress_Code_High_School_-_ADA_Compliant.pdf","disruption/distraction"," The district’s dress code is established to set the standard of excellence, set our students apart from others, teach grooming/hygiene, prevent disruption, and minimize safety hazards."
"Weldon Valley High School","CO","http://www.weldonvalley.org/UserFiles/Servers/Server_243551/File/Handbooks/2018-2019%20Secondary%20Handbook%20-Black.pdf","modest/modesty"," Neatness, health, modesty, and common sense are the guidelines that dictate student dress and appearance at Weldon Valley Junior/Senior School."
"Lyons Senior High School","NY","https://www.lyonscsd.org/site/handlers/filedownload.ashx?moduleinstanceid=2703&dataid=5459&FileName=2018-2019%20%20Student%20Handbook.pdf","interfere with learning"," Your attire should not disrupt or interfere with the educational process."
"Olton High School","TX","https://drive.google.com/file/d/18_Bs7Ml7YFK3fHrwEVmXkWDebKjHVF8M/view","clean"," Students shall be dressed and groomed in a manner that is clean and neat and that will not be a health or safety hazard to themselves or others."
"Mcgregor High School","TX","http://mhs.mcgregor-isd.org/UserFiles/Servers/Server_454797/File/StudentHandbook-201819Rev.pdf","safe/safety","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Eastern High School","MI","https://www.fhps.net/documents/fhps-high-school-student-handbook.pdf/","health","Students’ dress and grooming must not disrupt the educational process, interfere with the maintenance of a positive teaching/learning climate, or compromise reasonable school and/or community standards of health, safety and decency."
"Barbers Hill High School","TX","https://www.bhisd.net/uploaded/parents/Student_Handbooks/Dress_Code_High_School_-_ADA_Compliant.pdf","disruption/distraction"," If it tends to distract or cause a student to become a disturbing influence or tends to jeopardize the health or safety of students, it will be prohibited."
"Elko High School","NV","https://drive.google.com/file/d/0B9Av4Sh_NSWSbUs5XzFsRU5ZWjF6ZmxIdU05ajhnVHZuOWVz/view","disruption/distraction"," Personal appearance should not disrupt or detract from the educational environment of the school."
"Lander Valley High School","WY","http://www.landerschools.org/wp-content/StudentHandbooks/Handbooks_LVHS.pdf","respect/disrespect"," Students are responsible to honor the following expectations and demonstrate respect for themselves and others by wearing appropriate clothing."
"Weldon Valley High School","CO","http://www.weldonvalley.org/UserFiles/Servers/Server_243551/File/Handbooks/2018-2019%20Secondary%20Handbook%20-Black.pdf","health"," Neatness, health, modesty, and common sense are the guidelines that dictate student dress and appearance at Weldon Valley Junior/Senior School."
"San Jon High","NM","http://www.sanjonschools.com/UserFiles/Servers/Server_422635/File/Stacy%20uploads/SJS%202018-19%20Handbook.pdf","health"," The Board will not interfere with the right of students and their parents to make decisions regarding their appearance except when their choices affect the educational program of the schools or the health and safety of others."
"Dewitt High School","AR","http://dewittschooldistrict.net/students/related/handbooks/DHS%20Handbook%202018-19.pdf","modest/modesty"," Students shall observe modesty, appropriateness and neatness in clothing and personal appearance."
"Monroe-Woodbury High School","NY","https://www.mw.k12.ny.us/monroe-woodbury-high-school/about/handbook/#hs-book-dress","safe/safety","  A student’s dress, grooming, and appearance, including hair style/color, jewelry, accessories, make-up and nails, shall:  Be safe, appropriate and not disrupt or interfere with the educational process."
"Northwest Cabarrus High","NC","https://www.cabarrus.k12.nc.us/cms/lib/NC01910456/Centricity/Domain/44/COC-2018.pdf","health"," Extremes in hairstyle, body piercing, make-up, and modes of dress deemed by the administration as inappropriate, a disruption, a danger to health and safety, or a distraction to the educational process will not be permitted on the NCHS campus or at any school event regardless of the location."
"Palacios High School","TX","https://drive.google.com/file/d/0B7v8SBym9IfFRUxKa2Z3SG4xUWM/view","interfere with learning","The district prohibits any clothing or grooming that, in the administrator’s judgment, may reasonably be expected to cause disruption of or interference with normal school operations."
"Pekin Community High School","IA","http://www.pekincsd.org/pages/uploaded_files/2018-19%20Pekin%207-12%20Student%20Handbook.pdf","disruption/distraction"," Any form of dress or hairstyle which is considered contrary to good hygiene or which is distracting or disruptive to the school environment will not be permitted."
"Nantucket High","MA","https://docs.google.com/viewerng/viewer?url=https://www.npsk.org//cms/lib/MA01907678/Centricity/Domain/206/NHSParentStudentHandbook2018-2019.pdf","disruption/distraction"," Expressive clothing that causes disruption or disorder is not allowed on school grounds."
"Windthorst High School","TX","http://www.windthorstisd.net/Uploads/50/misc/f285919.pdf","safe/safety","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Hornell Senior High School","NY","http://www.hornellcityschools.com/uploadeddocs/studenthandbook.pdf","disruption/distraction"," The Board of Education has authorized school officials to prohibit dress which is so distracting as to interfere with the learning process."
"Marinette High","WI","https://docs.google.com/document/d/1iBjSd10JELrIQtqX079gS_2ctbtUO4wxtD7QEMoaqA4/edit","appropriate/inappropriate"," Other clothing which may be deemed inappropriate by the Staff."
"Northglenn High School","CO","https://northglennh.adams12.org/sites/northglennh.d7sb.adams12.org/files/attachments/NGHS%202018-19%20Parent-Student%20Handbook.pdf","interfere with learning","Restrictions upon freedom of student dress will be imposed, at the discretion of school administration, whenever the mode of dress in question is potentially unsafe for the student or others, or is likely to be disruptive, distracting or cause interference with the educational environment of the school."
"Sauk Rapids-Rice Senior High","MN","http://www.isd47.org/media/2013/11/Sauk-Rapids-Rice-High-School-Student-Handbook-2018-2019-Rev-1.pdf","health"," Clothing should not violate health or safety guidelines, or cause disruption."
"San Jon High","NM","http://www.sanjonschools.com/UserFiles/Servers/Server_422635/File/Stacy%20uploads/SJS%202018-19%20Handbook.pdf","disruption/distraction"," Body piercing will be allowed under the following conditions: o They are not large and gaudy o They do not become a distraction to others due to “fiddling with or clicking on teeth” o In the case of tongue piercing, they do not hinder speech (Teachers and administration will decide when and if a piercing becomes a distraction."
"Wausaukee High","WI","http://wausaukee-wi.schoolloop.com/file/1288431129414/1404531266365/2589608347096876926.pdf","appropriate/inappropriate"," Please see Appendix E for a visual aide intended to help students make appropriate clothing choices."
