"schoolName","state","link","item","extract"
"Girard High School","PA","https://www.girardsd.org/ourpages/auto/2018/7/12/46015443/2018-19%20version%20for%20website.pdf","disruption/distraction"," Dress or grooming which is disruptive to the educational process is prohibited."
"Huntley Project High Schl","MT","https://huntley.k12.mt.us/ourpages/auto/2016/6/17/26402918/Student%20Handbook%202018-2019.pdf","disruption/distraction"," Students are not to wear clothing that may create any disruption of the learning process."
"Fruitvale High School","TX","http://www.fruitvaleisd.com/upload/page/0132/docs/Student%20Handbook%20.pdf","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Fruitvale High School","TX","http://www.fruitvaleisd.com/upload/page/0132/docs/Student%20Handbook%20.pdf","disruption/distraction"," All articles of apparel must be free of disruptive, suggestive, obscene or objectionable words, phrases, pictures, or advertisements."
"Mounds High School","OK","http://www.moundsps.com/uploads/hs-2018-handbook.pdf","disruption/distraction"," Dress and grooming which is in any way disruptive to the operation of the school will not be permitted."
"Oak Grove High","MO","http://oakgrove.ss10.sharpschool.com/common/pages/DisplayFile.aspx?itemId=15364145","disruption/distraction"," Dress that may disrupt classroom work or school functions may not be worn."
"Oak Grove High","MO","http://oakgrove.ss10.sharpschool.com/common/pages/DisplayFile.aspx?itemId=15364145","disruption/distraction"," If a student’s appearance attracts undo attention to the extent that it may become a disruptive factor in the educational process or if the student’s appearance is inconsistent with the school’s mission, the student will be asked to make the necessary changes."
"Oak Grove High","MO","http://oakgrove.ss10.sharpschool.com/common/pages/DisplayFile.aspx?itemId=15364145","disruption/distraction"," The following explain some general guidelines of clothing that will be deemed disruptive or inappropriate: Shoes must be worn – no house slippers."
"Mclouth High","KS","http://www.mclouth.org/vimages/shared/vnews/stories/5b579417aa955/Handbook%202018-19.pdf","disruption/distraction"," Students in their manner of dress and grooming must be considerate of others so as to not cause disruption."
"Tatum High School","TX","https://docs.google.com/document/d/1KyN8Kw5B9KJPdiQaxXAxp0IaxoajEgjIkGoVXMHjYFs/edit","disruption/distraction"," Clothing with vulgar or obscene language or with images or writing that promotes disruption shall not be permitted."
"Hanover High","KS","http://www.usd223.org/UserFiles/Servers/Server_3046634/File/Barnes/2018-19/STUDENT%20HANDBOOK%20(2018-19)%20Bd.%20Approved%20(4-12-18).pdf","disruption/distraction"," Extreme or sloppy styles that are distracting and disruptive to the learning environment will not be allowed."
"Rice Lake High","WI","https://www.ricelake.k12.wi.us/UserFiles/Servers/Server_783167/File/District/Policies%20and%20Procedures/Series%20400%20Students/442.1.pdf","disruption/distraction","The Board of Education believes that a student dress code is an important part of creating a school environment that is safe, conducive to learning and free from disruption."
"Rice Lake High","WI","https://www.ricelake.k12.wi.us/UserFiles/Servers/Server_783167/File/District/Policies%20and%20Procedures/Series%20400%20Students/442.1.pdf","disruption/distraction"," Student attire that causes, or is likely to cause, a material interference with school operations or a substantial disruption to the school environment will not be permitted."
"Rice Lake High","WI","https://www.ricelake.k12.wi.us/UserFiles/Servers/Server_783167/File/District/Policies%20and%20Procedures/Series%20400%20Students/442.1.pdf","disruption/distraction"," School staff shall consider the link between the potential disruption or interference and the student’s attire at issue when making decisions under this provision."
"Rice Lake High","WI","https://www.ricelake.k12.wi.us/UserFiles/Servers/Server_783167/File/District/Policies%20and%20Procedures/Series%20400%20Students/442.1.pdf","disruption/distraction"," In addition, inappropriate attire, which could in some way be considered of a disruptive nature (including hats), will not be permitted."
"New London High","WI","https://www.newlondon.k12.wi.us/parents/2018-19%20Parent%20Student%20Handbook.pdf","disruption/distraction"," When student dress constitutes a physical danger, or if it causes disruption or disturbance to the learning environment, the student will be asked to change clothing or remove accessories."
"New London High","WI","https://www.newlondon.k12.wi.us/parents/2018-19%20Parent%20Student%20Handbook.pdf","disruption/distraction"," Dress code standards: n Any item of clothing or accessory that is offensive, disrupts the educational process, or that creates a hazard to student safety may not be worn."
"Lawson High","MO","https://www.lawsoncardinals.org/sites/lawsoncardinals.org/files/files/Private_User/schmitzr/HS_Lawson%20Handbook2018-19_2.pdf","disruption/distraction","Dress Code Policy: ​Students are encouraged to dress in such a way that will not disrupt the educational environment."
"Lawson High","MO","https://www.lawsoncardinals.org/sites/lawsoncardinals.org/files/files/Private_User/schmitzr/HS_Lawson%20Handbook2018-19_2.pdf","disruption/distraction"," The rights of individuals to dress and groom according to personal preference is recognized, but only within the framework where dress and grooming does not disrupt the educational environment or raise safety or health concerns."
"Lawson High","MO","https://www.lawsoncardinals.org/sites/lawsoncardinals.org/files/files/Private_User/schmitzr/HS_Lawson%20Handbook2018-19_2.pdf","disruption/distraction"," T-shirts or other apparel will not disrupt the educational environment."
"Lawson High","MO","https://www.lawsoncardinals.org/sites/lawsoncardinals.org/files/files/Private_User/schmitzr/HS_Lawson%20Handbook2018-19_2.pdf","disruption/distraction"," Clothing worn should conform to a standard of dress which reflects respect for the institution and educational environment and should in no way be provocative or disruptive."
"Floyd High","NM","http://www.floydbroncos.com/UserFiles/Servers/Server_318822/File/Misc/Student%20Handbook%202018-19.pdf","disruption/distraction"," In keeping with the above aim, a student's appearance, mode of dress, and/or cleanliness shall not disrupt the educational process, or constitute a threat to safety."
"Floyd High","NM","http://www.floydbroncos.com/UserFiles/Servers/Server_318822/File/Misc/Student%20Handbook%202018-19.pdf","disruption/distraction"," When in the judgment of the principal, the student's appearance, mode of dress, and/or cleanliness is distracting and disruptive to the educational process, or constitutes a threat to safety of acceptable standards of sanitation, or does not meet the following regulations, the student will be required to make requested modifications."
"East Laurens High School","GA","https://www.lcboe.net/userfiles/121/my%20files/elhs_student_handbook_2018_2019.pdf?id=553497","disruption/distraction"," Students of the Laurens County School System are expected to dress in a manner that is supportive of a positive learning environment that is free of distractions and disruptions."
"Turners Fall High","MA","http://gmrsd.org/sites/default/files/TFHS%20Handbook%202018-2019%20PDF%20Final.pdf","disruption/distraction"," The school cannot permit clothing to be worn that is damaging to school property or disruptive to the educational process."
"Turners Fall High","MA","http://gmrsd.org/sites/default/files/TFHS%20Handbook%202018-2019%20PDF%20Final.pdf","disruption/distraction"," When a particular form of dress is deemed offensive or contributes in any way to the disruption of the school, the student will be asked to change (with no further consequences unless a situation is escalated by the student’s refusal to change)."
"Turners Fall High","MA","http://gmrsd.org/sites/default/files/TFHS%20Handbook%202018-2019%20PDF%20Final.pdf","disruption/distraction"," Attire/grooming potentially disruptive to the educational process:  Extremely short, loose, or tight clothing such that the undergarments or body may be exposed; see-through or transparent clothing."
"Henrietta High School","TX","http://hs.henrietta-isd.net/UserFiles/Servers/Server_420835/File/Henrietta%20High%20School/Parent%20Information/HHS%20Student%20Handbook/ADA_Henrietta%20High%20School%20Student%20Handbook%202018-2019.pdf","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and  minimize safety hazards."
"Henrietta High School","TX","http://hs.henrietta-isd.net/UserFiles/Servers/Server_420835/File/Henrietta%20High%20School/Parent%20Information/HHS%20Student%20Handbook/ADA_Henrietta%20High%20School%20Student%20Handbook%202018-2019.pdf","disruption/distraction"," If the principal or designee  determines that a particular hairstyle or color is disruptive or detrimental to the  educational process, appropriate discipline management techniques may be utilized as  outlined in the Student Code of conduct."
"Henrietta High School","TX","http://hs.henrietta-isd.net/UserFiles/Servers/Server_420835/File/Henrietta%20High%20School/Parent%20Information/HHS%20Student%20Handbook/ADA_Henrietta%20High%20School%20Student%20Handbook%202018-2019.pdf","disruption/distraction","  Unusual Attire   Any attire which, in the opinion of the principal or assistant principal, is not conducive to  learning or is disruptive shall be unacceptable."
"Granbury High School","TX","https://www.granburyisd.org/Page/697","disruption/distraction"," The District’s dress code is established to teach grooming and hygiene, instill discipline, prevent disruption, avoid safety hazards, and teaches respect for authority."
"Granbury High School","TX","https://www.granburyisd.org/Page/697","disruption/distraction"," Must wear hair in such a way that it does not obstruct the view of the eyes Must wear or groom hair in such a way that the style is not distracting to the school environment Miscellaneous  Clothing items must be free of pictures, emblems and/or writings that are lewd or obscene Clothing items must not advertise or depict tobacco products, alcoholic beverages, drugs, violence, vulgarity, gang symbolism, sexual symbolism and/or substance prohibited under policy FNCF (LOCAL) Clothing items or style may not be construed as gang related or indicative of gang identification, including bandannas No trench coats or dusters Attire must be gender appropriate All clothing and grooming should conform to standards that may not, in the principal’s opinion, cause disruption of or interference with normal school operations or safety."
"Rainier Senior High School","WA","https://www.rainier.wednet.edu/cms/lib/WA01001947/Centricity/Domain/68/2018-2019%20HS%20Handbook.pdf","disruption/distraction"," School staff will restrict extreme styles of clothing, hair, cosmetics and jewelry or appearances that disrupt school or pose a safety hazard."
"Horn High School","TX","https://resources.finalsite.net/images/v1536563024/mesquiteisdorg/xeqmsqmfntvbb4pezjyk/ENGLISH_StudentHandbook2018-2019.pdf","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Horn High School","TX","https://resources.finalsite.net/images/v1536563024/mesquiteisdorg/xeqmsqmfntvbb4pezjyk/ENGLISH_StudentHandbook2018-2019.pdf","disruption/distraction"," The district prohibits any clothing or grooming that in the principal’s judgment may reasonably be expected to cause disruption of or interference with normal operations."
"Weatherford High School","TX","https://4.files.edl.io/834f/07/16/18/202519-9427696d-edc1-4e19-849d-b62b4d0298cf.pdf","disruption/distraction"," Shall not give school officials reason to believe that such dress or grooming will disrupt, interfere with, disturb, or detract from school activities; or 2."
"Amity Regional High School","CT","https://amityregion5org.finalsite.com/uploaded/ARHS_School_Info/2018-2019_ARHS_Student_Handbook_Updated_04232018.pdf?1536752625193","disruption/distraction","Students are expected to dress and groom themselves for the business of school so as to neither distract other students, nor disrupt the educational process, nor pose a health or safety threat to anyone."
"Amity Regional High School","CT","https://amityregion5org.finalsite.com/uploaded/ARHS_School_Info/2018-2019_ARHS_Student_Handbook_Updated_04232018.pdf?1536752625193","disruption/distraction"," In addition, derogatory  - 31 - language or pictures, where such language or pictures are likely to cause substantial disruption of the school, also are prohibited."
"Amity Regional High School","CT","https://amityregion5org.finalsite.com/uploaded/ARHS_School_Info/2018-2019_ARHS_Student_Handbook_Updated_04232018.pdf?1536752625193","disruption/distraction","  Revealing and distracting clothing (equal for both genders) that is disruptive to the educational environment is prohibited."
"Cornwall Central High School","NY","https://www.cornwallschools.com/ourpages/auto/2016/7/27/49089875/CODE%20OF%20CONDUCT%20Revised%20July%202018.pdf","disruption/distraction"," A student's dress, grooming and appearance, jewelry, make-up and nails shall:  Be safe, appropriate and not disrupt or interfere with the educational process;  Not include extremely brief garments such as tube tops, net tops, halter tops, spaghetti straps, plunging necklines (front, back, and side) and see-through garments."
"Central High School","IA","https://www.cd-csd.org/wp-content/uploads/2018/10/hs_student_handbook4.pdf","disruption/distraction"," Inappropriate student appearance may cause material and substantial disruption to the school environment or present a threat to the health and safety of students, employees and visitors on school grounds."
"Central High School","IA","https://www.cd-csd.org/wp-content/uploads/2018/10/hs_student_handbook4.pdf","disruption/distraction"," Students are expected to wear clothing that is appropriate to their age level and does not disrupt the school or educational environment."
"Leveretts Chapel High School","TX","https://drive.google.com/file/d/1tWuD5yvx3BdiCazouqCnVxzRwlKs51YY/view","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Leveretts Chapel High School","TX","https://drive.google.com/file/d/1tWuD5yvx3BdiCazouqCnVxzRwlKs51YY/view","disruption/distraction"," Clothing with vulgar or obscene language or with images or writing that promotes disruption shall not be permitted."
"West Stokes High","NC","http://www.stokes.k12.nc.us/pdf/studentparenthandbook.pdf","disruption/distraction"," If, in the opinion of the principal or his/her designee, a student’s dress or appearance is such that it (1) disrupts the learning environment, (2) constitutes a threat to health or safety, (3) is construed as provocative or obscene, or (4) is lacking in cleanliness, the principal or the principal’s designee may require the student and student’s parent or guardian to take appropriate action to remedy the situation."
"West Stokes High","NC","http://www.stokes.k12.nc.us/pdf/studentparenthandbook.pdf","disruption/distraction"," Attire is not allowed which promotes alcoholic beverages, tobacco, the use of controlled substances, depicts violence, is of a sexual nature, is gang related, is cult related, is of a disruptive nature, or is demeaning or degrading to a particular group or individual."
"Nantucket High","MA","https://docs.google.com/viewerng/viewer?url=https://www.npsk.org//cms/lib/MA01907678/Centricity/Domain/206/NHSParentStudentHandbook2018-2019.pdf","disruption/distraction"," Expressive clothing that causes disruption or disorder is not allowed on school grounds."
"Nantucket High","MA","https://docs.google.com/viewerng/viewer?url=https://www.npsk.org//cms/lib/MA01907678/Centricity/Domain/206/NHSParentStudentHandbook2018-2019.pdf","disruption/distraction"," • The district prohibits any attire that is disruptive to the educational process."
"Nantucket High","MA","https://docs.google.com/viewerng/viewer?url=https://www.npsk.org//cms/lib/MA01907678/Centricity/Domain/206/NHSParentStudentHandbook2018-2019.pdf","disruption/distraction"," Clothing or accessories which carries a message of intolerance or is demeaning to other students is disruptive to the school environment are not allowed."
"North Carroll High","MD","https://www.carrollk12.org/about/Documents/studenthandbook.pdf#search=HANDBOOK","disruption/distraction","Students of Carroll County Public Schools are required to groom themselves in a manner that is not disruptive to the educational process and is reflective of a learning environment."
"North Carroll High","MD","https://www.carrollk12.org/about/Documents/studenthandbook.pdf#search=HANDBOOK","disruption/distraction"," • Clothing shall not be worn that would lead school officials to reasonably believe that such attire will materially disrupt, interfere with, disturb, or distract from school activities, the safe operation of the school, or the rights of other students to access and participate in a safe and welcoming educational environment."
"Midland High School","TX","https://www.midlandisd.net/cms/lib/TX01000898/Centricity/Domain/74/Student%20and%20Parent%20Handbook%202018%202019.pdf","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Spencer High School","IA","https://drive.google.com/file/d/1Zr4hCfXB7PaPw1HNoWuFsQsGt2cDY4aN/view","disruption/distraction"," Any style of dress, article of clothing, or hairstyle, which interferes with or disrupts the maintenance of an atmosphere conducive to learning is unacceptable."
"Spencer High School","IA","https://drive.google.com/file/d/1Zr4hCfXB7PaPw1HNoWuFsQsGt2cDY4aN/view","disruption/distraction"," Any article of clothing which is excessively revealing or disruptive is considered improper."
"Pella High School","IA","https://docs.google.com/document/d/17WsufX8F9gwHJg2yczc9B0cMkirWqJERzFGEzgUSIXU/edit#heading=h.81nd0n5g0ni8","disruption/distraction","  Inappropriate student appearance may cause material and substantial disruption to the school environment or present a threat to the health and safety of students, employees and visitors on school grounds."
"Pella High School","IA","https://docs.google.com/document/d/17WsufX8F9gwHJg2yczc9B0cMkirWqJERzFGEzgUSIXU/edit#heading=h.81nd0n5g0ni8","disruption/distraction"," Students are expected to wear clothing that is appropriate to their age level and that does not disrupt the school or educational environment."
"Pella High School","IA","https://docs.google.com/document/d/17WsufX8F9gwHJg2yczc9B0cMkirWqJERzFGEzgUSIXU/edit#heading=h.81nd0n5g0ni8","disruption/distraction","  The administration, with the advice of the staff and student council, feel clothing that calls undue attention to anatomical details or causes a material and/or substantial disruption to the school environment is unacceptable at Pella High."
"Mcgregor High School","TX","http://mhs.mcgregor-isd.org/UserFiles/Servers/Server_454797/File/StudentHandbook-201819Rev.pdf","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Westhill High School","CT","https://www.stamfordpublicschools.org/sites/stamfordps/files/uploads/2018-2019_student_handbook_0.pdf","disruption/distraction"," To promote a positive, safe and non-disruptive learning environment, proper attire should be worn."
"Westhill High School","CT","https://www.stamfordpublicschools.org/sites/stamfordps/files/uploads/2018-2019_student_handbook_0.pdf","disruption/distraction"," Attire or accessories which portray disruptive or obscene writing or pictures; 2."
"Quincy High","MA","http://quincypublicschools.com/qpsinfo/download/district/2018-2019/QPS-Student-Rights-2018-2019.pdf","disruption/distraction","Each student's hairstyle, appearance, and manner of dress, are determined by the student and his/her parents, unless these present a danger to the student's health or safety, interfere with school work, or create a classroom or school disruption."
"Currituck County High","NC","https://www.currituck.k12.nc.us/cms/lib/NC01001303/Centricity/Domain/44/2018-2019%20Student%20Handbook.pdf","disruption/distraction"," The board prohibits any appearance or clothing that does the following:  violates a reasonable dress code adopted and publicized by the school;  is substantially disruptive -for information on gang-related attire, see policy 4328 Gang-Related Activity;   is provocative or obscene; or  endangers the health or safety of the student or others."
"Nevada High School","IA","https://www.nevadacubs.org/wp-content/uploads/2018/07/18-19NHSHandbookFinal.pdf","disruption/distraction"," Clothing items that are vulgar, have obscene slogans on them, or are likely to cause a disruption to the efficient and orderly operation of the school will not be tolerated."
"Wausaukee High","WI","http://wausaukee-wi.schoolloop.com/file/1288431129414/1404531266365/2589608347096876926.pdf","disruption/distraction","There are three fundamental reasons for a school dress code: ✓ to ensure the health and safety of all students, ✓ to prevent disruptions to the learning environment, and ✓ to encourage students in appropriate dress habits so they are prepared for the professional world beyond high school and college."
"Wausaukee High","WI","http://wausaukee-wi.schoolloop.com/file/1288431129414/1404531266365/2589608347096876926.pdf","disruption/distraction"," To some extent, any dress code involves a degree of subjectivity concerning what is and is not acceptable, and what may or may not be disruptive."
"Wausaukee High","WI","http://wausaukee-wi.schoolloop.com/file/1288431129414/1404531266365/2589608347096876926.pdf","disruption/distraction"," If a student has selected a manner of appearance that is beyond mere freedom of expression, disrupts the educational process, presents a risk to themselves or others, and/or causes disruption among students and/or staff, he/she will need to find something more appropriate to wear."
"Pleasant Grove High School","TX","https://www.pgisd.net/site/handlers/filedownload.ashx?moduleinstanceid=5485&dataid=10770&FileName=Student%20Handbook%202018%202019.pdf","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Bastrop High School","TX","https://www.bisdtx.org/cms/lib/TX02218757/Centricity/Domain/1094/18-19%20Handbook%20Final%20.pdf","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Tgu-Granville High School","ND","http://www.tgu.k12.nd.us/files/2018/08/2018-2019-Student-Parent-Handbook.pdf","disruption/distraction"," Students should dress modestly in order to avoid disrupting the school climate."
"Marinette High","WI","https://docs.google.com/document/d/1iBjSd10JELrIQtqX079gS_2ctbtUO4wxtD7QEMoaqA4/edit","disruption/distraction"," A student's dress, like conduct, is a personal matter limited only by the realities of health, safety, guidance, or disruptions of normal school operations."
"Portsmouth High School","NH","https://drive.google.com/file/d/0B6HkNSg4qg39aG81RDNoQVlQNWZCb0RXUjhoai1zdnBqQVB3/view","disruption/distraction"," When the dress of an individual student constitutes a health problem, is unsuitable for school wear, is a danger to any person, or causes a substantial and material disruption or substantial disturbance, the principal shall take appropriate action to correct the situation."
"Portsmouth High School","NH","https://drive.google.com/file/d/0B6HkNSg4qg39aG81RDNoQVlQNWZCb0RXUjhoai1zdnBqQVB3/view","disruption/distraction"," Students shall dress in a respectful manner, in order to: Promote the health, safety and dignity of all students; Help preserve school property (beyond normal wear and tear); Strike a balance between absolute freedom of expression and the community’s sense of morality (common courtesy, tolerance, respect, and understanding among all people, without exception); Discourage disruptions to the teaching and learning process."
"Borger High School","TX","http://www.borgerisd.net/UserFiles/Servers/Server_143941/File/Parents%20and%20Students/2018%2019/STUDENT%20HANDBOOK%202018-19%20revised%20Aug%2020.pdf","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Symmes Valley High School","OH","http://docs.wixstatic.com/ugd/580a74_e9e8fc18014741e5b1325bcf34194d25.pdf","disruption/distraction"," Students must maintain their personal appearance and hygiene so as not to disrupt the educational process by distracting others within the school environment."
"Columbia High School","NY","http://egcsd.org/wp-content/uploads/2018/07/2018-19-Code-of-Conduct.pdf","disruption/distraction"," Be safe, appropriate, and not disrupt or interfere with the educational process."
"Hallsville High School","TX","https://webapp.hisd.com/downloads/Hallsville_ISD_Student_Handbook.pdf","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Hallsville High School","TX","https://webapp.hisd.com/downloads/Hallsville_ISD_Student_Handbook.pdf","disruption/distraction"," Students may not wear any inflammatory symbol, emblem, picture, word or slogan, including racial or drug-related items that may create a disruption of school."
"Laurel High School","MT","http://www.laurel.k12.mt.us/docs/district/forms/2018-2019%20lhs%20handbook-final.pdf?id=1426","disruption/distraction"," Students are not to wear clothing that may create material or substantial disruption of the educational process; be destructive to persons or property; represent or encourage gang activity; advertise alcoholic beverages or tobacco products; contain sexual connotations; contain spikes or chains; exhibit offensive or suggestive language or graphics; or be considered offensively revealing or distasteful."
"Wayzata High","MN","https://drive.google.com/file/d/1y6f2jjx647fCNopuabd4lNnnyvTRpm4O/view","disruption/distraction"," We believe students should be allowed to wear clothing of their choice as long as it does not disrupt the educational environment or interfere with safety in school."
"Dover High School","OK","http://s3.amazonaws.com/scschoolfiles/593/2018-2019_dover_hs_handbook1.pdf","disruption/distraction"," Any clothing that disrupts the learning atmosphere of the school is prohibited."
"Scotia-Glenville Senior High School","NY","https://www.scotiaglenvilleschools.org/senior-high-school/hs-student-handbook/#dress","disruption/distraction","  A student’s dress, grooming and appearance, including hair, jewelry, make-up and nails shall:  Be safe and appropriate and not disrupt or interfere with the educational process."
"Powder River Co Dist High","MT","https://drive.google.com/file/d/1urOgF-WFZwT7YLUprraoMuBIkDCbW7uE/view","disruption/distraction"," Any form of dress which is considered contrary to good hygiene or which is distractive or disruptive in appearance and detrimental to the purpose or conduct of the school will not be permitted."
"Plymouth-Whitemarsh Shs","PA","https://www.colonialsd.org/uploaded/PWHS/McCarthy/PW_STUDENT_HANDBOOK_18-19.pdf","disruption/distraction"," Personal appearance should not disrupt the educational process or endanger the health or safety of students."
"Salida High School","CO","http://salidahigh.ss13.sharpschool.com/for_parents/dress_code","disruption/distraction","  The Board recognizes that students have a right to express themselves through dress and personal appearance: however, students shall not wear apparel that is deemed disruptive or potentially disruptive to the classroom environment or to the maintenance of a safe and orderly school."
"Thomas Jefferson High School","CO","http://tjhs.dpsk12.org/dress-code/","disruption/distraction","The student dress policy is an essential aspect of creating a school environment that is professional, safe, conducive to learning, and free from unnecessary disruption."
"Thomas Jefferson High School","CO","http://tjhs.dpsk12.org/dress-code/","disruption/distraction","  The following items are deemed disruptive and distractive and are not acceptable on school grounds or at school functions."
"Thomas Jefferson High School","CO","http://tjhs.dpsk12.org/dress-code/","disruption/distraction"," No clothing – by virtue of color, arrangement, trademark, or other attribute denoting membership in gangs, associations, or clubs which advocate drug use, violence, or disruptive behavior that may threaten the safety or welfare of any person or to otherwise disrupt the school’s mission."
"Creekview High School","TX","https://cfbisd.edu/students-parents/students/studentdocuments/student-parent-handbook/","disruption/distraction","  The district’s dress code is established to teach grooming and hygiene, prevent disruptions and minimize safety hazards."
"Creekview High School","TX","https://cfbisd.edu/students-parents/students/studentdocuments/student-parent-handbook/","disruption/distraction"," Students shall not wear any clothing that, in the principal’s judgment, is startling, unusual, disruptive, and immodest and/or brings undue attention to the student."
"Hudson High","WI","https://docs.google.com/document/d/1HG6nG6tRPJX_dEPKUzwpHiEPDrzObO3IntnwTgXPA5s/edit","disruption/distraction","  Students are not to dress in a way that presents a health or safety hazard, that constitutes harassment as defined in the district’s harassment policy, or that materially disrupts classwork, causes substantial disorder, or violates the rights of others while on school premises or at school-sponsored functions Students will not be allowed to wear clothing which declares membership in a group that has as one of its primary activities the commission of criminal acts, or acts that would be criminal if the student were an adult."
"Hudson High","WI","https://docs.google.com/document/d/1HG6nG6tRPJX_dEPKUzwpHiEPDrzObO3IntnwTgXPA5s/edit","disruption/distraction","  It has been the experience of the Hudson School District that student dress which signifies or which is likely to be interpreted by other students as signifying membership in such groups calls undue attention to students, causes disruption, and serves to intimidate other students."
"Hudson High","WI","https://docs.google.com/document/d/1HG6nG6tRPJX_dEPKUzwpHiEPDrzObO3IntnwTgXPA5s/edit","disruption/distraction"," The following conditions or restrictions of student dress are subject to health, safety and disruption criteria that show a substantive or material impact on the school environment or individual welfare:  Students will wear clothes that are clean and are not a health risk."
"West Seneca East Senior High School","NY","https://docs.google.com/viewerng/viewer?url=https://www.wscschools.org//cms/lib/NY02205793/Centricity/Domain/21/Code+of+Conduct+18-19+Revised+10.2.18+-SF-NA.pdf","disruption/distraction"," Student dress shall in no way be so extreme as to be distracting or disruptive to the educational process of the school."
"Weston Ranch High","CA","http://www.mantecausd.net/home/showdocument?id=16689","disruption/distraction","Appropriate dress is necessary for the health, safety, and undisrupted operation of the school and classes."
"Lander Valley High School","WY","http://www.landerschools.org/wp-content/StudentHandbooks/Handbooks_LVHS.pdf","disruption/distraction","Appearance should be such that it does not disrupt or distract from the learning environment of the school."
"West Delaware High School","IA","http://www.w-delaware.k12.ia.us/Pages/Documents/studenthandbook.pdf","disruption/distraction","The board believes inappropriate student appearance may cause material and substantial disruption to the school environment or present a threat to the health and safety of students, employees and visitors."
"West Delaware High School","IA","http://www.w-delaware.k12.ia.us/Pages/Documents/studenthandbook.pdf","disruption/distraction"," While the primary responsibility for students’ personal appearance lies with the students and their parents, appearance disruptive to the education program will not be tolerated."
"West Delaware High School","IA","http://www.w-delaware.k12.ia.us/Pages/Documents/studenthandbook.pdf","disruption/distraction"," When, in the judgment of a principal, a student’s appearance or mode of dress disrupts the educational process or constitutes a threat to health or safety, the student may be required to make modifications."
"West Delaware High School","IA","http://www.w-delaware.k12.ia.us/Pages/Documents/studenthandbook.pdf","disruption/distraction"," Inappropriate student appearance may cause material and substantial disruption to the school environment or present a threat to the health and safety of students, employees and visitors on school grounds."
"West Delaware High School","IA","http://www.w-delaware.k12.ia.us/Pages/Documents/studenthandbook.pdf","disruption/distraction"," Students are expected to wear clothing that is appropriate to their age level and that does not disrupt the school or educational environment."
"West Delaware High School","IA","http://www.w-delaware.k12.ia.us/Pages/Documents/studenthandbook.pdf","disruption/distraction"," Any clothing deemed disruptive to the educational process by the administration is prohibited."
"West Delaware High School","IA","http://www.w-delaware.k12.ia.us/Pages/Documents/studenthandbook.pdf","disruption/distraction"," Administrative discretion will be used in determining what is disruptive to the educational environment."
"East Coweta High School","GA","https://docs.google.com/document/d/1GRInMq8_HG36byLvHPDl9JefC2TpVR-6D1q5rah9bu0/edit","disruption/distraction"," Any clothing that is suggestive, advocates disobedience to society, or causes a possible disruption to school is not permitted."
"Niskayuna High School","NY","https://www.niskayunaschools.org/about-us/policies-forms/high-school-code-of-conduct/#Dress","disruption/distraction","  Be safe, appropriate, and not disrupt or interfere with the educational process."
"Emporia High","KS","https://drive.google.com/file/d/13FO887dRRhDhiyOLLTFoXOAEAw6xdtIV/view","disruption/distraction"," The intent of the dress code is to better our educational efforts through modesty, safety, and non-disruption of the goals of our school."
"Emporia High","KS","https://drive.google.com/file/d/13FO887dRRhDhiyOLLTFoXOAEAw6xdtIV/view","disruption/distraction"," Any jewelry, accessory, notebook, or manner of grooming which by virtue of its color, arrangement, trademark, or any other attribute denotes membership in a gang or advocates drug use, violence, or disruptive behavior is prohibited."
"South Central Calhoun High School","IA","http://www.scc.k12.ia.us/18-19HSHandbook-Revised.pdf","disruption/distraction"," Inappropriate student appearance may cause disruption to the school environment or present a threat to the health and safety of students, employees and visitors on school grounds."
"South Central Calhoun High School","IA","http://www.scc.k12.ia.us/18-19HSHandbook-Revised.pdf","disruption/distraction"," Students are expected to wear clothing that is appropriate to their age level and that does not disrupt the school or educational environment."
"Iraan High School","TX","http://isisd.esc18.net/Campuses/Handbooks/2018-2019/2018-2019%20Student%20Handbook.pdf","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Iraan High School","TX","http://isisd.esc18.net/Campuses/Handbooks/2018-2019/2018-2019%20Student%20Handbook.pdf","disruption/distraction"," This purpose includes preparing students for employment, teaching the importance of rules and discipline, providing a safe environment, and minimizing disruptions during school."
"Iraan High School","TX","http://isisd.esc18.net/Campuses/Handbooks/2018-2019/2018-2019%20Student%20Handbook.pdf","disruption/distraction"," ● To avoid substantial disruption of the education process, apparel that contains inflammatory writing or graphics such as nudity, violence, satanic or obscene language will not be permitted."
